ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family_Glottocode,Family_Name
bamu1256,Bamunka,Africa,6.00203,10.5127,bamu1256,bvm,atla1278,Atlantic-Congo
soqo1240,Soqotri,Eurasia,12.4892,53.9168,soqo1240,sqt,afro1255,Afro-Asiatic
para1312,Parakanã,South America,-4.64681,-50.0621,para1312,pak,tupi1275,Tupian
fern1234,Pichi,Africa,3.74,8.78,fern1234,fpe,indo1319,Indo-European
maza1291,Mazanderani,Eurasia,36.241,52.3009,maza1291,mzn,indo1319,Indo-European
afad1236,Afade,Africa,12.0551,14.6343,afad1236,aal,afro1255,Afro-Asiatic
wemb1241,Wemba Wemba,Australia,-35.445,144.09,wemb1241,xww,pama1250,Pama-Nyungan
dark1243,Darkhat,Eurasia,50.623,99.4449,dark1243,drh,mong1329,Mongolic
angg1238,Angkamuthi,Australia,-11.443,142.242,angg1238,avm,pama1250,Pama-Nyungan
djan1238,Djangun,Australia,-16.91051,144.93245,djan1238,djf,pama1250,Pama-Nyungan
bora1271,Borana-Arsi-Guji Oromo,Africa,1.05676,37.882,bora1271,gax,afro1255,Afro-Asiatic
hame1242,Hamer-Banna,Africa,5.06515,36.5176,hame1242,amf,sout2845,South Omotic
sate1243,Sateré-Mawé,South America,-3.63897,-56.8749,sate1243,mav,tupi1275,Tupian
minn1241,Min Nan Chinese,Eurasia,24.5,118.17,minn1241,nan,sino1245,Sino-Tibetan
ashe1272,Ashéninka Perené,South America,-10.9777,-74.9153,ashe1272,prq,araw1281,Arawakan
kett1243,Ket,Eurasia,63.7551,87.5466,kett1243,ket,yeni1252,Yeniseian
gugu1254,Gugubera,Australia,-15.4296,141.635,gugu1254,kkp,pama1250,Pama-Nyungan
belh1239,Belhariya,Eurasia,26.9972,87.2783,belh1239,byw,sino1245,Sino-Tibetan
chip1261,Chipewyan,North America,58.3637,-110.832,chip1261,chp,atha1245,Athabaskan-Eyak-Tlingit
dhim1246,Dhimal,Eurasia,26.6283,88.3798,dhim1246,dhi,sino1245,Sino-Tibetan
onge1236,Önge,Eurasia,10.6926,92.4707,onge1236,oon,jara1244,Jarawa-Onge
sida1246,Sidamo,Africa,6.74176,38.3729,sida1246,sid,afro1255,Afro-Asiatic
sanm1287,San Mateo del Mar Huave,North America,16.2129,-95.0077,sanm1287,huv,huav1256,Huavean
miju1243,Kman,Eurasia,28.4732,97.0444,miju1243,mxj,sino1245,Sino-Tibetan
vute1244,Vute,Africa,6.13603,11.8839,vute1244,vut,atla1278,Atlantic-Congo
akpe1248,Akpes,Africa,7.50256,5.95559,akpe1248,ibe,atla1278,Atlantic-Congo
bero1242,Berom,Africa,9.67037,8.81221,bero1242,bom,atla1278,Atlantic-Congo
krim1238,Krim,Africa,7.24116,-11.8393,krim1238,krm,atla1278,Atlantic-Congo
gune1238,Kune,Australia,,,gune1238,gup,gunw1250,Gunwinyguan
yort1237,Yorta Yorta,Australia,-35.9,145.01,yort1237,xyy,pama1250,Pama-Nyungan
tiey1235,Tiéyaxo Bozo,Africa,14.1223,-5.08609,tiey1235,boz,mand1469,Mande
bina1277,Binandere,Papunesia,-8.37433,147.884,bina1277,bhg,nucl1709,Nuclear Trans New Guinea
chra1242,Chrau,Eurasia,10.8021,107.293,chra1242,crw,aust1305,Austroasiatic
puoc1238,Ksingmul,Eurasia,20.8862,103.931,puoc1238,puo,aust1305,Austroasiatic
imon1245,Imonda,Papunesia,-3.31228,141.171,imon1245,imn,bord1247,Border
duru1249,Duruma,Africa,-4.09629,39.322,duru1249,dug,atla1278,Atlantic-Congo
huaa1248,East Taa,Africa,-24.20022,20.79583,huaa1248,nmn,tuuu1241,Tuu
para1301,South Wa,Eurasia,22.8658,99.375,para1301,prk,aust1305,Austroasiatic
mong1338,Mongo,Africa,-1.54228,20.4259,mong1338,lol,atla1278,Atlantic-Congo
gbar1246,Gbari,Africa,8.46411,7.10757,gbar1246,gby,atla1278,Atlantic-Congo
suya1243,Suyá,South America,-11.5178,-53.0743,suya1243,suy,nucl1710,Nuclear-Macro-Je
kama1365,Kamang,Papunesia,-8.26897,124.792,kama1365,woi,timo1261,Timor-Alor-Pantar
siwi1239,Siwi,Africa,29.200415,25.519627,siwi1239,siz,afro1255,Afro-Asiatic
saur1248,Saurashtra,Eurasia,9.99172,77.9427,saur1248,saz,indo1319,Indo-European
kara1464,Karaim,Eurasia,54.5534,25.1054,kara1464,kdr,turk1311,Turkic
copa1236,Copainalá Zoque,North America,17.2157,-93.3183,copa1236,zoc,mixe1284,Mixe-Zoque
tilq1235,Tilquiapan Zapotec,North America,16.8529,-96.6321,tilq1235,zts,otom1299,Otomanguean
wadi1260,Wadi Wadi,Australia,,,wadi1260,xwd,pama1250,Pama-Nyungan
dual1243,Duala,Africa,4.10208,9.61877,dual1243,dua,atla1278,Atlantic-Congo
bame1260,Bamenyam,Africa,5.77049,10.3302,bame1260,bce,atla1278,Atlantic-Congo
nucl1729,Nuclear Tamang,,,,nucl1729,,sino1245,Sino-Tibetan
zarm1239,Zarma-Kaado,Africa,12.8554,2.41173,zarm1239,dje,song1307,Songhay
nort2952,Northeast Maidu,North America,40.4102,-120.645,nort2952,nmu,maid1262,Maiduan
jita1239,Jita,Africa,-1.62681,33.9141,jita1239,jit,atla1278,Atlantic-Congo
nort2795,Zimbabwean Ndebele,Africa,-20.2513,27.4096,nort2795,nde,atla1278,Atlantic-Congo
kway1241,Kwaya,Africa,-1.80737,33.71,kway1241,kya,atla1278,Atlantic-Congo
biss1248,Bissa,Africa,10.4257,-1.67332,biss1248,bib,mand1469,Mande
iris1253,Irish,Eurasia,53.2186,-7.61509,iris1253,gle,indo1319,Indo-European
nate1242,Nateni,Africa,10.5191,1.21879,nate1242,ntm,atla1278,Atlantic-Congo
gude1246,Gude,Africa,10.2138,13.403,gude1246,gde,afro1255,Afro-Asiatic
gonj1241,Gonja,Africa,8.48801,-0.72757,gonj1241,gjn,atla1278,Atlantic-Congo
galo1242,Galo,Eurasia,27.9805586,94.6884956,galo1242,adl,sino1245,Sino-Tibetan
kara1474,Karata,Eurasia,42.6501,46.3151,kara1474,kpt,nakh1245,Nakh-Daghestanian
gara1269,Garrwa,Australia,-17.4504,137.72014,gara1269,wrk,garr1260,Garrwan
furu1242,Furu,Africa,4.485,20.6448,furu1242,fuu,cent2225,Central Sudanic
kase1253,Kasem,Africa,11.0824,-1.39076,kase1253,xsm,atla1278,Atlantic-Congo
ezaa1238,Ezaa,Africa,,,ezaa1238,eza,atla1278,Atlantic-Congo
guda1243,Gudanji,Australia,,,guda1243,wmb,mirn1241,Mirndi
baka1273,Bakaka,Africa,4.79991,9.80402,baka1273,bqz,atla1278,Atlantic-Congo
miya1259,Miyako,Eurasia,24.7564,125.363,miya1259,mvi,japo1237,Japonic
yaqu1251,Yaqui,North America,29.9446,-110.681,yaqu1251,yaq,utoa1244,Uto-Aztecan
leal1235,Lealao Chinantec,North America,17.3162,-95.9265,leal1235,cle,otom1299,Otomanguean
east2542,Eastern Ojibwa,North America,45.0112,-79.7503,east2542,ojg,algi1248,Algic
swis1247,Swiss German,Eurasia,47.0516,8.46419,swis1247,gsw,indo1319,Indo-European
yekh1238,Yekhee,Africa,7.10204,6.44919,yekh1238,ets,atla1278,Atlantic-Congo
molo1266,Moloko,Africa,10.7933,14.2521,molo1266,mlw,afro1255,Afro-Asiatic
olut1240,Oluta Popoluca,North America,17.8937,-94.8863,olut1240,plo,mixe1284,Mixe-Zoque
dhar1248,Dharumbal,Australia,-23.307,150.593,dhar1248,xgm,pama1250,Pama-Nyungan
papa1238,Papantla Totonac,North America,20.5671,-97.2554,papa1238,top,toto1251,Totonacan
emer1243,Emerillon,South America,3.23694,-52.3699,emer1243,eme,tupi1275,Tupian
nort2775,Northwest Gbaya,Africa,5.9503,15.2569,nort2775,gya,atla1278,Atlantic-Congo
kwam1251,Kwambi,Africa,-18.0339,15.7294,kwam1251,kwm,atla1278,Atlantic-Congo
coco1260,Cocos Islands Malay,Papunesia,-12.193342,96.833679,coco1260,coa,aust1307,Austronesian
ngaw1240,Ngawun,Australia,-19.4484,141.471,ngaw1240,nxn,pama1250,Pama-Nyungan
dyug1238,Dyugun,Australia,-17.906,122.408,dyug1238,dyd,nyul1248,Nyulnyulan
krah1246,Krahô,South America,-8.01172,-47.5774,krah1246,xra,nucl1710,Nuclear-Macro-Je
mian1257,Mianmin,Papunesia,,,mian1257,mpt,nucl1709,Nuclear Trans New Guinea
xiri1243,Xiriâna,South America,2.69932,-62.5413,xiri1243,xir,araw1281,Arawakan
guma1252,Kunwinjku,Australia,,,guma1252,gup,gunw1250,Gunwinyguan
esee1248,Ese Ejja,South America,-11.7268,-67.515,esee1248,ese,pano1259,Pano-Tacanan
sumi1235,Sumi Naga,Eurasia,25.9996,94.4235,sumi1235,nsm,sino1245,Sino-Tibetan
kris1246,I'saka,Papunesia,-2.80084,141.303,kris1246,ksi,skoo1245,Sko
nort2690,Northern Uzbek,Eurasia,43.7489,59.231,nort2690,uzn,turk1311,Turkic
tapi1254,Tapirapé,South America,-10.5373,-50.5438,tapi1254,taf,tupi1275,Tupian
spit1240,Spiti Bhoti,Eurasia,32.526,77.833,spit1240,spt,sino1245,Sino-Tibetan
urub1250,Urubú-Kaapor,South America,-2.46455,-46.2204,urub1250,urb,tupi1275,Tupian
legb1242,Legbo,Africa,6.02645,7.98385,legb1242,agb,atla1278,Atlantic-Congo
urue1240,Uru-Eu-Wau-Wau,South America,-10.9176,-63.8086,urue1240,urz,tupi1275,Tupian
igoo1238,Igo,Africa,7.25499,0.67846,igoo1238,ahl,atla1278,Atlantic-Congo
west2632,Western Keres,North America,34.9733,-107.517,west2632,kjq,kere1287,Keresan
para1315,Pará Gavião,South America,-4.91161,-49.0217,para1315,gvp,nucl1710,Nuclear-Macro-Je
hunz1247,Hunzib,Eurasia,42.0808,46.1369,hunz1247,huz,nakh1245,Nakh-Daghestanian
ikwe1242,Ikwere,Africa,5.04333,6.86651,ikwe1242,ikw,atla1278,Atlantic-Congo
yomm1242,Yom,Africa,9.87186,1.81099,yomm1242,pil,atla1278,Atlantic-Congo
warl1255,Warlmanpa,Australia,-18.949,133.862,warl1255,wrl,pama1250,Pama-Nyungan
kota1263,Kota (India),Eurasia,11.4978,76.9387,kota1263,kfe,drav1251,Dravidian
yiry1245,Yir-Yoront,Australia,-15.1117,141.767,yiry1245,yiy,pama1250,Pama-Nyungan
argo1244,Argobba,Africa,10.6596,39.756,argo1244,agj,afro1255,Afro-Asiatic
fwai1237,Fwâi,Papunesia,-20.6873,164.901,fwai1237,fwa,aust1307,Austronesian
abip1241,Abipon,South America,-29.0,-61.0,abip1241,axb,guai1249,Guaicuruan
bamb1269,Bambara,Africa,12.0401,-9.98949,bamb1269,bam,mand1469,Mande
bodo1267,Bodo Gadaba,Eurasia,18.3857,82.771,bodo1267,gbj,aust1305,Austroasiatic
kond1303,Konda,Papunesia,-1.82635,132.06,kond1303,knd,kond1302,Konda-Yahadian
xing1248,Xingú Asuriní,South America,-4.13463,-52.321,xing1248,asn,tupi1275,Tupian
mori1268,Mori Bawah,Papunesia,-2.56016,121.37,mori1268,xmz,aust1307,Austronesian
cebu1242,Cebuano,Papunesia,8.38799,124.367,cebu1242,ceb,aust1307,Austronesian
nene1249,Tundra Nenets,Eurasia,66.1775,71.0234,nene1249,yrk,ural1272,Uralic
waja1257,Wajarri,Australia,-28.1761,117.153,waja1257,wbv,pama1250,Pama-Nyungan
tern1247,Ternate,Papunesia,0.80562,127.333,tern1247,tft,nort2923,North Halmahera
ling1263,Lingala,Africa,1.40324,19.7829,ling1263,lin,atla1278,Atlantic-Congo
ucay1237,Ucayali-Yurúa Ashéninka,South America,-9.49424,-73.1836,ucay1237,cpb,araw1281,Arawakan
logo1259,Logo,Africa,3.32608,29.8866,logo1259,log,cent2225,Central Sudanic
tata1255,Tatar,Eurasia,55.0,50.0,tata1255,tat,turk1311,Turkic
sout2840,Southern Bobo Madaré,Africa,11.5409,-4.26497,sout2840,bwq,mand1469,Mande
nari1240,Narim,Africa,4.80331,33.3312,nari1240,loh,surm1244,Surmic
krik1239,Krikati-Timbira,South America,-5.94252,-46.7504,krik1239,xri,nucl1710,Nuclear-Macro-Je
wand1278,Wandala,Africa,11.3169,13.8996,wand1278,mfi,afro1255,Afro-Asiatic
nyig1240,Nyigina,Australia,-17.9594,124.348,nyig1240,nyh,nyul1248,Nyulnyulan
sian1254,Siang,Papunesia,-0.38398,114.693,sian1254,sya,aust1307,Austronesian
kamb1299,Kambera,Papunesia,-9.88447,120.235,kamb1299,xbr,aust1307,Austronesian
silt1240,Silt'e,Africa,7.77004,38.1449,silt1240,stv,afro1255,Afro-Asiatic
hadz1240,Hadza,Africa,-3.83115,35.0458,hadz1240,hts,,
wany1244,Wanyjirra,Australia,,,wany1244,gue,pama1250,Pama-Nyungan
libe1247,Liberia Kpelle,Africa,6.92048,-9.96128,libe1247,xpe,mand1469,Mande
sout2789,Central Dagaare,Africa,10.4226,-2.52265,sout2789,dga,atla1278,Atlantic-Congo
sout2679,South Estonian,Eurasia,57.85,27.0,sout2679,vro,ural1272,Uralic
nort2980,North Junín Quechua,South America,-11.2132,-75.8128,nort2980,qvn,quec1387,Quechuan
subi1246,Subiya,Africa,-17.5696,24.8867,subi1246,sbs,atla1278,Atlantic-Congo
amel1241,Amele,Papunesia,-5.29126,145.687,amel1241,aey,nucl1709,Nuclear Trans New Guinea
dong1285,Dongxiang,Eurasia,35.5808,103.558,dong1285,sce,mong1329,Mongolic
gbay1287,Gbaya-Bossangoa,Africa,6.61896,17.645,gbay1287,gbp,atla1278,Atlantic-Congo
sere1260,Sereer,Africa,13.8941,-16.3916,sere1260,srr,atla1278,Atlantic-Congo
mbal1255,Mbalanhu,Africa,-19.593,16.617,mbal1255,lnb,atla1278,Atlantic-Congo
nyon1241,Nyong,Africa,7.274185,11.061485,nyon1241,muo,atla1278,Atlantic-Congo
bhil1251,Bhili,Eurasia,20.85,73.9592,bhil1251,bhb,indo1319,Indo-European
guay1257,Guayabero,South America,2.8969,-71.844,guay1257,guo,guah1252,Guahiboan
kuwa1246,Kuwaataay,Africa,12.48255,-16.74835,kuwa1246,cwt,atla1278,Atlantic-Congo
laoo1244,Lao,Eurasia,16.0726,104.568,laoo1244,lao,taik1256,Tai-Kadai
tepo1239,Tepo Krumen,Africa,5.16267,-7.66346,tepo1239,ted,atla1278,Atlantic-Congo
bare1279,Barain,Africa,11.1168,18.0764,bare1279,bva,afro1255,Afro-Asiatic
elfd1234,Elfdalian,Eurasia,,,elfd1234,ovd,indo1319,Indo-European
waiw1244,Waiwai,South America,1.50881,-59.1417,waiw1244,waw,cari1283,Cariban
degg1238,Deg,Africa,8.43846,-2.28724,degg1238,mzw,atla1278,Atlantic-Congo
guny1241,Gunya,Australia,-27.0642,145.862,guny1241,gyy,pama1250,Pama-Nyungan
imba1240,Imbabura Highland Quichua,South America,0.31776,-78.3729,imba1240,qvi,quec1387,Quechuan
tese1238,Tese,Africa,11.3885,29.5803,tese1238,keg,teme1251,Temeinic
halb1244,Halbi,Eurasia,20.3081,81.3742,halb1244,hlb,indo1319,Indo-European
buru1296,Burushaski,Eurasia,36.2161,74.8236,buru1296,bsk,,
muin1242,Muinane,South America,-0.8652,-72.4249,muin1242,bmr,bora1262,Boran
ital1282,Italian,Eurasia,43.0464,12.6489,ital1282,ita,indo1319,Indo-European
wuzl1236,Wuzlam,Africa,10.955,14.1378,wuzl1236,udl,afro1255,Afro-Asiatic
liji1238,Lijili,Africa,8.52193,8.35562,liji1238,mgi,atla1278,Atlantic-Congo
koya1253,Koyaga,Africa,8.29177,-6.23255,koya1253,kga,mand1469,Mande
klam1254,Klamath-Modoc,North America,42.5861,-121.704,klam1254,kla,,
bini1246,Bini,Africa,6.40701,5.70426,bini1246,bin,atla1278,Atlantic-Congo
jaru1254,Jaru,Australia,-18.3288,128.262,jaru1254,ddj,pama1250,Pama-Nyungan
kayt1238,Kaytetye,Australia,-21.5844,133.602,kayt1238,gbb,pama1250,Pama-Nyungan
tana1290,Tanacross,North America,63.4046,-143.338,tana1290,tcb,atha1245,Athabaskan-Eyak-Tlingit
bubi1249,Bubia,Africa,4.02178,9.22304,bubi1249,bbx,book1242,Bookkeeping
budu1250,Budu,Africa,2.00501,27.951,budu1250,buu,atla1278,Atlantic-Congo
onaa1245,Selk'nam,South America,-54.0,-68.5,onaa1245,ona,chon1288,Chonan
guaj1256,Guajá,South America,-3.93574,-46.3683,guaj1256,gvj,tupi1275,Tupian
arch1244,Archi,Eurasia,42.3239,46.8267,arch1244,aqc,nakh1245,Nakh-Daghestanian
ikpe1245,Ikpeng,South America,-11.37822,-53.49553,ikpe1245,txi,cari1283,Cariban
asha1243,Asháninka,South America,-11.9311,-73.9073,asha1243,cni,araw1281,Arawakan
seme1247,Semelai,Eurasia,2.82799,102.806,seme1247,sza,aust1305,Austroasiatic
baou1238,Baoulé,Africa,5.42509,-4.76565,baou1238,bci,atla1278,Atlantic-Congo
mbaa1245,Mba,Africa,1.06885,25.143,mbaa1245,mfc,atla1278,Atlantic-Congo
gume1239,Gumer,Africa,,,gume1239,sgw,afro1255,Afro-Asiatic
ivat1242,Itbayat,Papunesia,20.3848,121.975,ivat1242,ivv,aust1307,Austronesian
warl1254,Warlpiri,Australia,-20.1008,131.05,warl1254,wbp,pama1250,Pama-Nyungan
tetu1245,Tetum,Papunesia,-9.11217,125.528,tetu1245,tet,aust1307,Austronesian
tlin1245,Tlingit,North America,59.4447,-135.29,tlin1245,tli,atha1245,Athabaskan-Eyak-Tlingit
djin1252,Djinba,Australia,-12.93,134.967,djin1252,djb,pama1250,Pama-Nyungan
araw1276,Lokono,South America,5.64295,-56.9243,araw1276,arw,araw1281,Arawakan
daur1238,Dagur,Eurasia,48.0,124.0,daur1238,dta,mong1329,Mongolic
bash1264,Bashkir,Eurasia,53.5967,56.5594,bash1264,bak,turk1311,Turkic
russ1263,Russian,Eurasia,59.0,50.0,russ1263,rus,indo1319,Indo-European
sout2672,Southeast Pashayi,Eurasia,34.43099,70.30351,sout2672,psi,indo1319,Indo-European
kang1280,Kangri,Eurasia,31.915,76.366,kang1280,xnr,indo1319,Indo-European
cerm1238,Cerma,Africa,10.1245,-4.94917,cerm1238,cme,atla1278,Atlantic-Congo
kuku1273,Kuku-Yalanji,Australia,-16.0036,145.188,kuku1273,gvn,pama1250,Pama-Nyungan
tupa1250,Tuparí,South America,-11.8884,-62.2544,tupa1250,tpr,tupi1275,Tupian
buna1275,Bunaba,Australia,-17.8297,125.631,buna1275,bck,buna1274,Bunaban
zaiw1241,Zaiwa,Eurasia,24.1726,98.3643,zaiw1241,atb,sino1245,Sino-Tibetan
gbag1258,Gbagyi,Africa,9.29842,6.90495,gbag1258,gbr,atla1278,Atlantic-Congo
bank1256,Bankon,Africa,4.3702,9.6403,bank1256,abb,atla1278,Atlantic-Congo
panj1256,Eastern Panjabi,Eurasia,30.0368,75.6702,panj1256,pan,indo1319,Indo-European
medu1238,Medumba,Africa,5.10901,10.6118,medu1238,byv,atla1278,Atlantic-Congo
zagh1240,Beria,Africa,17.4842,23.4626,zagh1240,zag,saha1256,Saharan
ersu1241,Ersu,Eurasia,29.2867,102.213,ersu1241,ers,sino1245,Sino-Tibetan
kele1255,Kele-Foma,Africa,0.36906,24.3098,kele1255,khy,atla1278,Atlantic-Congo
kitu1245,Kituba (Congo),Africa,-4.15654,14.5648,kitu1245,mkw,atla1278,Atlantic-Congo
tonk1249,Tonkawa,North America,30.25,-96.75,tonk1249,tqw,,
jude1256,Judeo-Tat,Eurasia,42.068306,48.264749,jude1256,jdt,indo1319,Indo-European
pano1255,Panobo,South America,-7.16666,-75.0,pano1255,pno,pano1259,Pano-Tacanan
ngit1239,Ngiti,Africa,1.30455,30.2242,ngit1239,niy,cent2225,Central Sudanic
mini1256,Minica Huitoto,South America,-1.54535,-73.1107,mini1256,hto,huit1251,Huitotoan
puxi1242,Puxi,Eurasia,,,puxi1242,jih,sino1245,Sino-Tibetan
kiow1266,Kiowa,North America,34.9403,-98.9042,kiow1266,kio,kiow1265,Kiowa-Tanoan
gamo1243,Gamo,Africa,6.27645,37.23808,gamo1243,gmv,gong1255,Ta-Ne-Omotic
thul1246,Thulung,Eurasia,27.5389,87.6063,thul1246,tdh,sino1245,Sino-Tibetan
kani1276,Kaniyang,Australia,,,kani1276,nys,pama1250,Pama-Nyungan
benc1235,Bench,Africa,7.04682,35.7673,benc1235,bcq,gong1255,Ta-Ne-Omotic
ayac1239,Ayacucho Quechua,South America,-13.84714,-74.32246,ayac1239,quy,quec1387,Quechuan
squa1248,Squamish,North America,49.3231,-123.014,squa1248,squ,sali1255,Salishan
biga1237,Bigambal,Australia,-28.266,149.515,biga1237,xbe,pama1250,Pama-Nyungan
kagf1238,Ut-Main,Africa,11.5319,4.8387,kagf1238,gel,atla1278,Atlantic-Congo
east2347,Eastern Tamang,Eurasia,27.3239,87.0832,east2347,taj,sino1245,Sino-Tibetan
nort2627,Eastern Low German,Eurasia,50.771,6.092,nort2627,nds,indo1319,Indo-European
defa1248,Defaka,Africa,4.58451,7.50186,defa1248,afn,ijoi1239,Ijoid
osse1243,Ossetian,Eurasia,41.7882,43.2674,osse1243,oss,indo1319,Indo-European
nort1550,Taos Northern Tiwa,North America,36.4277,-105.604,nort1550,twf,kiow1265,Kiowa-Tanoan
mapu1245,Mapudungun,South America,-38.7392,-71.277,mapu1245,arn,arau1255,Araucanian
wikn1245,Wik-Ngathana,Australia,-13.8691,141.532,wikn1245,wig,pama1250,Pama-Nyungan
idom1241,Idoma,Africa,7.19139,7.71261,idom1241,idu,atla1278,Atlantic-Congo
cofa1242,Cofán,South America,0.276675,-77.0643,cofa1242,con,,
leni1238,Linngithigh,Australia,-12.771375,141.962,leni1238,lnj,pama1250,Pama-Nyungan
jahh1242,Jah Hut,Eurasia,3.67619,102.291,jahh1242,jah,aust1305,Austroasiatic
wang1291,Ngiyambaa,Australia,-30.6481,146.18,wang1291,wyb,pama1250,Pama-Nyungan
axiy1235,Axi Yi,Eurasia,24.6009,103.713,axiy1235,yix,sino1245,Sino-Tibetan
anii1245,Anii,Africa,9.11127,1.60169,anii1245,blo,atla1278,Atlantic-Congo
andi1255,Andi,Eurasia,42.8078,46.2919,andi1255,ani,nakh1245,Nakh-Daghestanian
lush1252,Northern Lushootseed,North America,48.42,-122.529,lush1252,lut,sali1255,Salishan
hili1240,Hiligaynon,Papunesia,10.4018,122.974,hili1240,hil,aust1307,Austronesian
merg1238,Myeik,Eurasia,,,merg1238,tvn,sino1245,Sino-Tibetan
aleu1260,Aleut,North America,52.1228,-174.29,aleu1260,ale,eski1264,Eskimo-Aleut
iyow1239,Iyo'wujwa Chorote,South America,-22.2067,-62.6508,iyow1239,crq,mata1289,Matacoan
waam1244,Waama,Africa,10.5956,1.65318,waam1244,wwa,atla1278,Atlantic-Congo
dobu1241,Dobu,Papunesia,-9.63239,150.825,dobu1241,dob,aust1307,Austronesian
yess1239,Yessan-Mayo,Papunesia,-4.15721,142.574,yess1239,yss,sepi1257,Sepik
fali1285,Fali,Africa,10.5419,13.4087,fali1285,fli,afro1255,Afro-Asiatic
pang1290,Pangasinan,Papunesia,15.9377,120.365,pang1290,pag,aust1307,Austronesian
varl1238,Varli,Eurasia,20.5635,73.2975,varl1238,vav,indo1319,Indo-European
yayg1236,Yaygir,Australia,-29.91558791,153.2691386,yayg1236,xya,pama1250,Pama-Nyungan
sumb1240,Sumbwa,Africa,-3.47335,31.9457,sumb1240,suw,atla1278,Atlantic-Congo
kala1401,Kalaamaya,Australia,,,kala1401,lkm,pama1250,Pama-Nyungan
awab1243,Awabakal,Australia,-33.12847,151.43555,awab1243,awk,pama1250,Pama-Nyungan
guri1247,Gurindji,Australia,-17.0329,130.379,guri1247,gue,pama1250,Pama-Nyungan
umbu1257,Umbundu,Africa,-12.4763,14.4148,umbu1257,umb,atla1278,Atlantic-Congo
okuu1243,Oku,Africa,6.23712,10.5096,okuu1243,oku,atla1278,Atlantic-Congo
yulu1243,Yulu,Africa,8.04124,23.6166,yulu1243,yul,cent2225,Central Sudanic
wawa1246,Wawa,Africa,6.68974,11.7802,wawa1246,www,atla1278,Atlantic-Congo
manc1252,Manchu,Eurasia,47.3122,126.557,manc1252,mnc,tung1282,Tungusic
mamb1296,Mambwe-Lungu,Africa,-8.86817,31.2269,mamb1296,mgr,atla1278,Atlantic-Congo
murl1244,Murle,Africa,6.69756,33.988,murl1244,mur,surm1244,Surmic
goli1247,Golin,Papunesia,-6.2249,144.8505,goli1247,gvf,nucl1709,Nuclear Trans New Guinea
orok1266,Oroko,Africa,4.89504,9.15209,orok1266,bdu,atla1278,Atlantic-Congo
sant1432,Santiago del Estero Quichua,South America,-27.821,-63.2466,sant1432,qus,quec1387,Quechuan
wage1238,Wageman,Australia,-13.8627,131.893,wage1238,waq,,
nort2957,Northern Puebla Nahuatl,North America,20.1356,-97.9814,nort2957,ncj,utoa1244,Uto-Aztecan
barr1247,Barrow Point,Australia,-14.1219,144.531,barr1247,bpt,pama1250,Pama-Nyungan
west2369,Western Farsi,Eurasia,28.6593,55.1586,west2369,pes,indo1319,Indo-European
port1283,Portuguese,Eurasia,39.91,-8.1,port1283,por,indo1319,Indo-European
indo1316,Indonesian,Papunesia,-7.33458,109.716,indo1316,ind,aust1307,Austronesian
maca1260,Maca,South America,-25.0119,-57.3694,maca1260,mca,mata1289,Matacoan
bata1289,Batak Toba,Papunesia,2.35498,99.1761,bata1289,bbc,aust1307,Austronesian
mofu1248,Mofu-Gudur,Africa,10.567,14.0314,mofu1248,mif,afro1255,Afro-Asiatic
thay1249,Thayore,Australia,-14.8159,142.034,thay1249,thd,pama1250,Pama-Nyungan
tinp1237,Tinputz,Papunesia,-5.58358,154.972,tinp1237,tpz,aust1307,Austronesian
isok1239,Isoko,Africa,5.52889,6.24682,isok1239,iso,atla1278,Atlantic-Congo
pany1241,Panytyima,Australia,-22.7816,118.723,pany1241,pnw,pama1250,Pama-Nyungan
ndon1254,Ndonga,Africa,-17.6417,19.1631,ndon1254,ndo,atla1278,Atlantic-Congo
ogbi1239,Ogbia,Africa,4.75352,6.34034,ogbi1239,ogb,atla1278,Atlantic-Congo
mich1243,Michif,North America,49.1681,-99.9119,mich1243,crg,mixe1287,Mixed Language
dyul1238,Dyula,Africa,10.4536,-4.72007,dyul1238,dyu,mand1469,Mande
bako1250,Bakole,Africa,4.43654,8.97387,bako1250,kme,atla1278,Atlantic-Congo
cash1254,Cashinahua,South America,-9.72027,-71.1733,cash1254,cbs,pano1259,Pano-Tacanan
gaga1251,Gaagudju,Australia,-12.5176,132.643,gaga1251,gbu,,
ayab1239,Yintyinka-Ayabadhu,Australia,-14.6652,142.893,ayab1239,ayd,pama1250,Pama-Nyungan
bodo1269,Bodo-Mech,Eurasia,26.725455,89.333235,bodo1269,brx,sino1245,Sino-Tibetan
nucl1454,Yawa,Papunesia,-1.77196,136.263,nucl1454,yva,yawa1259,Yawa-Saweru
livv1244,Liv,Eurasia,57.566,22.0262,livv1244,liv,ural1272,Uralic
karo1304,Karok,North America,41.8228,-123.315,karo1304,kyh,,
lumu1239,Lumun,Africa,10.8308,30.253,lumu1239,lmd,narr1279,Narrow Talodi
chol1284,Cholón,South America,-9.23129,-75.9621,chol1284,cht,hibi1242,Hibito-Cholon
wang1288,Wangkajunga,Australia,,,wang1288,mpj,pama1250,Pama-Nyungan
nort2828,North Moluccan Malay,Papunesia,-0.86437,128.323,nort2828,max,aust1307,Austronesian
kamb1298,Kambe,Africa,,,kamb1298,nyf,atla1278,Atlantic-Congo
puel1244,Puelche,South America,-36.6376,-62.9413,puel1244,pue,,
